IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,College_Num
83,9.02,9.47,2,1,9,2,2,0,25
82,7.34,7.6,5,0,4,4,1,0,12
93,9.21,9.28,10,1,9,9,3,1,11
92,6.71,6.43,9,1,8,5,0,0,94
91,9.79,9.72,8,1,8,7,1,0,48
106,6.05,6.32,8,1,0,7,5,0,91
101,5.19,5.51,3,1,2,6,0,0,81
95,9.36,9.1,1,0,3,6,1,0,94
102,8.76,8.92,2,1,0,9,0,0,3
85,6.16,5.76,7,1,8,4,0,0,75
101,9.92,9.44,4,0,1,2,1,0,49
102,7.51,7.56,10,0,4,7,2,0,33
77,9.76,9.48,5,0,2,6,0,0,47
114,7.53,7.11,1,1,3,4,1,0,73
86,7.36,7.59,2,1,3,1,4,0,18
101,7.25,7.25,9,1,10,4,5,0,1
117,6.67,6.97,6,0,1,6,4,0,70
113,7.67,7.83,7,1,10,3,5,0,98
100,7.26,7.49,5,1,1,1,2,0,5
94,5.18,4.99,9,0,7,2,1,0,3
114,6.3,6.06,10,0,1,6,5,0,90
110,6.07,6.17,5,0,9,1,2,0,70
90,9.34,9.04,6,0,6,6,5,0,11
88,7.99,8.31,10,0,0,1,0,0,75
68,8.82,8.84,9,1,0,1,5,0,40
102,9.78,9.51,5,0,9,6,5,0,64
98,8.22,8.35,4,0,2,1,4,0,80
117,9.91,10.36,5,1,2,9,2,1,84
105,6.56,6.14,5,1,10,2,0,0,84
120,5.93,5.54,5,1,8,9,4,1,90
89,7.02,7.36,1,1,1,5,2,0,58
117,7.35,6.96,5,0,3,5,0,0,99
92,9.48,9.02,5,0,2,10,5,1,25
111,7.8,7.65,1,0,6,8,3,1,30
78,6.46,6.43,4,1,5,1,4,0,40
103,8.71,8.78,8,0,8,9,0,0,25
70,7.53,7.54,4,1,7,1,3,0,10
95,5.81,6.22,7,0,1,5,2,0,57
106,7.88,8.15,6,0,2,8,3,1,35
92,9.56,10.04,5,1,0,1,5,0,27
84,9.21,9.19,9,0,7,5,4,0,68
112,7.93,7.51,8,1,1,3,1,0,62
98,6.89,7.35,5,0,3,8,2,0,80
92,5.43,4.93,10,1,1,3,3,0,29
100,7.35,7.63,7,1,1,8,0,0,99
139,8.76,8.29,9,0,2,2,1,0,21
117,6.8,7.06,7,1,9,10,1,0,41
117,6.18,6.62,3,0,4,3,2,0,31
106,9.66,9.55,10,0,7,1,3,0,19
102,9.11,8.85,5,0,9,1,4,0,38
64,8.19,7.92,9,0,1,4,3,0,32
89,5.68,5.67,9,1,4,5,3,0,4
92,5.72,5.39,8,1,10,3,2,0,78
71,5.52,5.69,6,0,3,2,2,0,65
82,8.08,7.95,7,1,2,1,0,0,83
70,5.58,5.4,7,1,9,3,4,0,48
99,9.21,9.17,1,0,5,1,2,0,32
112,9.96,10.0,8,0,8,10,0,1,8
116,6.83,6.47,6,0,7,10,5,1,5
106,7.27,7.48,7,1,1,6,1,0,72
85,8.56,8.94,10,0,0,3,0,0,49
71,9.69,9.47,10,0,7,4,4,0,70
73,9.47,9.15,2,0,4,8,0,0,99
80,5.29,5.55,7,0,1,10,5,0,53
86,5.85,5.53,8,1,9,5,0,0,60
97,8.77,8.31,5,0,0,5,2,0,61
84,8.44,8.56,1,0,10,8,4,1,62
105,5.67,5.41,6,1,7,10,0,0,75
96,7.51,7.18,3,0,7,10,3,0,13
100,8.9,9.38,5,0,5,10,0,0,89
117,6.09,5.88,9,0,4,4,1,0,51
82,9.36,9.76,7,0,4,8,1,0,29
106,5.26,4.94,8,0,5,10,0,0,20
99,8.91,9.23,6,0,4,5,5,0,35
94,8.08,8.08,9,0,1,6,0,0,90
113,6.58,6.16,3,0,6,1,3,0,84
113,8.6,8.83,1,0,3,9,0,1,41
85,8.91,9.3,10,0,6,4,2,0,44
97,9.67,9.33,4,0,0,1,4,0,44
104,6.84,7.07,8,0,5,7,5,0,6
95,8.43,8.38,6,0,1,10,3,1,63
108,8.01,8.26,7,0,2,4,0,0,17
104,7.63,7.84,9,1,2,5,5,0,91
127,9.45,8.98,2,1,9,7,2,1,41
77,5.02,4.7,7,0,0,7,5,0,83
98,6.41,6.38,4,0,4,9,0,0,96
86,7.69,8.12,7,0,7,9,3,1,23
109,5.89,5.73,8,0,7,7,3,0,38
75,9.54,9.67,2,0,9,10,1,0,41
105,8.24,7.75,7,0,10,9,1,0,31
90,7.39,7.6,8,0,6,5,0,0,16
88,9.07,9.17,1,1,6,2,4,0,3
78,7.25,7.47,10,1,7,9,2,0,80
93,7.79,8.19,5,1,7,6,1,0,16
116,5.01,4.66,9,0,4,6,1,0,68
99,6.83,6.59,2,1,6,9,4,0,69
109,5.69,6.19,6,0,1,1,5,0,54
124,8.45,8.11,2,0,3,2,3,1,92
103,7.4,7.62,3,1,5,3,0,0,87
91,6.51,6.74,6,1,10,1,0,0,42
107,7.34,7.52,5,1,9,4,2,0,64
91,6.05,5.78,4,1,2,2,4,0,19
92,9.63,9.35,7,1,1,3,5,0,89
77,5.27,5.44,3,0,0,8,4,0,83
113,9.33,9.02,10,0,3,4,4,1,62
94,7.56,7.72,7,0,1,9,3,0,3
102,8.09,8.08,9,1,2,6,4,0,8
84,6.51,6.4,2,0,9,1,3,0,90
106,9.83,9.63,5,1,10,6,0,0,31
88,6.41,6.86,1,1,10,7,3,0,19
97,7.94,7.95,7,0,10,4,0,0,81
113,9.97,10.03,2,0,5,8,2,1,65
111,9.41,9.86,5,1,9,10,4,1,53
99,7.68,7.83,1,0,2,3,2,0,13
73,9.95,10.41,1,1,2,7,4,0,59
144,8.51,8.12,4,1,3,7,5,1,57
126,6.04,6.39,7,0,2,4,2,0,43
110,7.03,6.87,7,1,5,1,1,0,12
88,6.67,6.98,8,0,8,10,1,0,96
98,6.72,7.08,9,0,7,10,3,0,88
91,8.8,8.57,4,1,1,6,5,0,98
118,7.92,7.83,2,0,2,10,2,1,24
103,5.19,5.42,10,0,7,7,4,0,42
88,9.39,8.99,10,0,2,3,0,0,9
92,6.48,6.74,3,1,4,5,3,0,48
116,9.99,9.6,9,1,10,8,5,1,68
124,9.77,10.18,8,1,8,7,3,1,48
122,9.7,9.48,6,0,1,2,5,1,25
111,9.06,9.14,3,1,8,4,1,0,100
96,6.1,5.72,10,1,9,7,5,0,24
51,7.66,7.43,8,0,4,9,2,0,23
104,6.12,6.02,2,0,8,7,2,0,62
99,6.3,6.29,4,0,3,8,5,0,79
102,8.05,7.55,4,1,7,10,3,0,89
100,5.2,5.59,9,0,7,9,1,0,61
80,9.85,9.36,8,1,2,1,0,0,10
108,9.59,9.86,7,1,4,3,1,0,10
109,6.9,6.87,4,1,9,6,2,0,70
110,7.58,7.6,7,0,0,8,0,0,69
114,7.33,7.04,1,1,5,7,3,0,60
109,9.41,9.52,8,0,8,6,0,0,93
93,8.44,8.48,8,0,0,4,3,0,84
98,6.39,6.05,9,0,1,8,1,0,65
101,7.23,6.97,9,0,6,10,0,0,86
101,7.14,6.71,1,1,5,4,4,0,57
114,9.8,9.37,10,0,9,6,2,1,87
109,5.88,5.39,7,1,10,3,3,0,90
131,5.45,5.17,1,0,2,7,0,0,14
133,9.4,9.58,6,1,1,6,0,0,36
101,9.48,9.3,5,0,6,7,5,0,62
42,9.36,9.2,2,1,9,5,4,0,76
118,7.55,7.18,3,1,9,5,5,0,15
91,8.3,8.38,8,1,4,2,5,0,49
87,7.82,7.66,2,1,5,6,5,0,80
94,5.35,5.53,4,0,8,1,1,0,15
93,7.98,8.22,3,0,6,7,4,0,72
109,5.07,5.15,7,0,3,3,0,0,44
76,6.62,6.4,8,1,10,2,2,0,78
83,9.66,9.67,4,1,8,7,0,0,2
105,6.52,6.27,6,0,2,9,0,0,76
109,9.7,10.1,3,0,3,1,0,0,63
109,6.25,6.52,7,0,9,6,5,0,24
88,6.57,6.56,8,0,2,8,4,0,2
85,8.14,8.61,7,1,9,2,4,0,82
92,8.81,8.86,4,1,10,5,3,0,4
103,7.51,7.34,10,1,2,4,3,0,92
122,9.41,9.01,9,0,0,10,5,1,89
69,5.2,5.24,10,0,4,3,5,0,40
96,9.61,9.97,8,1,3,10,3,1,7
80,5.98,6.35,6,0,10,8,0,0,76
75,9.42,9.52,2,0,8,2,3,0,61
114,7.0,6.89,10,0,3,1,3,0,44
108,9.16,9.31,7,1,2,1,1,0,83
106,8.36,8.62,9,1,5,10,5,1,68
113,5.88,5.79,9,0,9,5,5,0,2
92,9.59,9.57,9,0,10,9,4,1,88
93,6.23,6.41,9,0,4,4,3,0,45
132,6.22,6.6,6,1,3,7,4,0,11
96,9.07,9.36,1,0,0,2,2,0,88
111,5.53,5.05,6,0,10,3,5,0,39
100,6.11,5.73,5,1,2,10,1,0,73
72,7.52,7.87,7,0,3,9,2,0,7
69,9.15,9.48,8,0,9,5,5,0,29
91,5.74,5.63,1,0,10,6,4,0,99
115,7.74,7.82,10,1,7,3,4,0,64
111,8.56,8.97,4,0,8,6,2,1,24
113,9.3,9.71,4,1,7,10,3,1,67
85,9.68,9.96,1,0,8,8,1,0,1
124,8.92,8.63,4,0,9,10,4,1,97
85,8.26,8.49,7,1,0,1,0,0,46
103,7.17,6.77,6,0,10,10,1,0,98
99,5.56,5.95,4,1,0,8,2,0,43
97,8.55,8.2,2,0,2,8,4,1,10
120,9.96,10.12,7,0,3,7,4,1,79
89,8.68,8.79,8,0,1,4,5,0,75
79,5.08,5.36,9,1,9,1,2,0,33
100,7.48,7.53,9,1,6,10,0,0,61
94,8.07,7.63,4,1,8,2,5,0,96
150,8.45,8.66,3,0,10,10,0,1,38
110,8.6,8.48,5,0,5,3,4,0,20
93,7.79,7.61,6,0,3,5,3,0,96
84,6.12,6.61,8,0,5,3,0,0,72
71,9.71,9.8,3,1,0,8,0,0,53
84,8.48,8.69,6,0,5,6,3,0,55
101,6.18,6.21,5,1,3,3,5,0,17
121,6.61,6.88,7,0,2,2,0,0,46
116,9.61,9.86,9,1,5,3,3,1,100
103,9.44,9.6,7,0,8,2,2,0,2
95,7.03,7.53,6,0,7,3,5,0,98
104,5.19,5.15,9,0,7,9,1,0,11
92,5.24,5.45,10,1,8,1,1,0,78
125,6.42,6.72,4,0,5,3,2,0,82
97,8.15,8.03,1,0,7,7,0,0,10
98,7.92,7.88,8,0,6,2,1,0,23
66,8.17,8.64,6,0,0,3,2,0,88
97,8.59,8.12,6,1,5,6,1,0,44
112,5.1,4.94,5,1,10,2,0,0,75
83,5.53,5.52,10,0,3,1,5,0,56
88,6.8,6.3,3,0,2,10,3,0,28
111,5.77,6.17,6,0,2,2,2,0,27
77,5.38,5.17,1,1,9,4,5,0,48
115,8.2,7.96,7,0,7,5,1,0,72
92,9.08,9.4,6,1,0,1,0,0,37
94,8.76,8.54,5,1,6,4,5,0,64
83,9.09,9.25,3,1,10,5,1,0,47
105,8.33,8.65,8,0,9,4,0,0,49
136,8.68,8.97,4,0,3,2,0,0,66
111,6.36,6.64,9,1,0,1,0,0,45
87,9.97,9.56,9,0,1,4,0,0,58
117,5.92,5.5,5,0,6,2,2,0,65
95,6.07,5.88,7,0,9,10,5,0,68
120,6.44,5.98,6,1,0,9,3,1,3
112,9.88,9.88,6,1,5,4,2,1,90
55,9.94,9.83,4,0,3,3,1,0,71
84,8.97,9.03,10,0,2,7,2,0,86
114,8.15,7.95,8,1,6,3,2,0,10
102,7.6,7.59,10,1,8,10,1,0,10
84,9.85,9.68,3,1,4,8,3,1,39
90,8.48,8.18,5,0,5,5,2,0,65
71,9.72,9.87,1,1,6,4,0,0,58
98,6.58,6.75,1,0,9,1,2,0,37
133,6.67,7.0,9,0,5,5,1,0,75
112,9.27,9.64,4,0,5,9,3,1,34
132,5.75,5.95,9,1,2,8,2,1,10
113,9.73,9.92,7,1,10,4,2,1,78
115,7.54,7.1,10,1,2,9,1,0,38
129,9.63,9.24,8,0,4,7,4,1,61
105,6.68,6.99,9,1,6,2,4,0,66
97,8.58,8.31,1,1,5,7,5,0,74
115,7.41,7.27,7,1,1,4,2,0,96
121,8.13,7.78,8,0,2,5,5,0,29
92,7.52,7.22,2,1,4,1,0,0,50
89,9.84,10.12,10,1,6,4,2,0,65
102,8.46,8.22,9,0,5,2,5,0,4
112,6.26,6.21,1,0,9,9,4,1,97
111,9.55,9.2,3,1,2,8,2,1,24
78,6.47,6.65,9,0,6,3,0,0,41
128,6.86,7.09,1,1,4,7,3,0,22
90,5.51,5.37,4,1,9,7,2,0,10
96,9.5,9.78,10,0,3,6,1,0,44
86,6.43,6.17,6,0,5,3,0,0,60
140,6.29,6.48,6,0,1,9,2,1,26
103,9.6,9.83,4,0,6,9,4,1,14
87,9.03,9.5,10,1,1,6,5,0,12
112,5.71,5.44,10,0,6,3,2,0,20
111,8.85,8.44,10,0,7,4,5,1,98
97,9.57,9.33,10,0,1,5,4,0,35
112,5.39,5.01,1,1,7,9,1,0,86
87,9.13,8.8,5,1,6,3,3,0,63
92,7.74,7.57,5,0,2,9,4,0,17
69,8.35,8.26,3,0,6,5,2,0,28
80,7.46,7.86,3,1,0,6,1,0,87
127,8.49,8.19,4,0,1,2,0,0,80
124,5.17,5.64,3,0,4,2,2,0,87
100,8.81,9.12,3,0,10,2,5,0,37
124,5.17,5.55,3,0,8,7,5,0,100
97,7.28,7.71,7,0,0,6,5,0,23
96,5.75,6.0,9,0,4,7,0,0,95
100,9.12,9.41,1,0,5,3,5,0,15
98,6.57,6.51,8,0,2,4,5,0,13
96,7.27,7.28,10,0,4,6,4,0,14
117,7.14,7.57,1,0,1,3,5,0,86
102,8.86,8.74,9,0,10,1,1,0,9
110,7.41,6.95,8,1,7,6,3,0,8
115,8.94,9.2,6,0,2,10,2,1,78
105,5.37,5.44,6,0,4,10,1,0,71
85,5.96,6.27,10,1,0,2,1,0,67
79,7.76,7.34,7,0,4,7,3,0,100
102,9.74,9.86,8,1,0,5,5,0,23
97,5.37,5.12,7,0,8,1,4,0,81
101,5.22,5.62,1,0,1,9,5,0,41
99,5.78,5.39,10,1,5,2,5,0,89
138,8.21,8.55,4,1,8,2,3,1,87
80,6.99,6.58,4,1,2,10,3,0,75
70,9.13,8.66,9,0,5,10,3,1,32
104,5.36,5.1,9,1,0,4,5,0,65
94,5.98,5.81,3,1,6,2,0,0,27
104,6.5,6.63,9,1,1,10,5,0,92
108,8.13,7.76,5,0,4,6,2,0,90
119,8.43,8.37,6,0,4,5,3,1,64
77,5.62,5.32,7,1,0,10,2,0,73
91,9.72,10.08,3,0,10,10,5,1,94
106,6.71,6.25,4,1,6,3,5,0,67
111,8.57,8.43,5,1,3,2,3,1,95
132,7.62,7.75,1,1,3,6,4,0,53
114,6.11,6.52,8,0,6,2,4,0,10
99,9.23,9.6,7,0,9,4,3,0,51
86,9.09,9.49,2,0,0,5,1,0,32
91,6.98,6.54,7,0,5,8,2,0,65
91,7.94,8.28,9,0,0,1,4,0,46
109,6.29,6.57,5,1,5,7,0,0,72
103,8.45,8.85,6,0,9,6,1,0,10
80,6.55,6.36,5,1,1,3,4,0,88
93,9.22,9.63,1,1,9,10,1,0,83
113,6.09,5.99,6,1,10,10,5,1,62
105,5.07,5.2,7,1,0,10,2,0,71
108,6.34,6.26,5,0,7,1,5,0,73
105,5.96,5.89,3,0,6,2,5,0,54
124,7.54,7.59,6,1,1,1,1,0,96
103,6.02,5.88,7,1,1,3,0,0,83
94,8.82,9.11,10,0,4,1,1,0,39
86,6.21,6.34,10,0,3,10,5,0,29
103,8.53,8.72,9,0,3,5,4,0,16
63,7.89,7.62,7,0,8,10,0,0,44
97,9.93,10.4,3,0,10,6,5,0,67
96,10.0,10.16,1,0,0,1,2,0,69
79,9.35,9.05,7,0,9,1,4,0,70
86,8.8,9.05,8,1,8,4,2,0,17
112,6.93,6.6,1,0,2,4,5,0,81
103,8.77,8.33,5,0,7,8,3,1,100
101,9.78,9.81,8,0,4,10,4,1,42
104,5.12,5.17,10,0,9,7,1,0,96
101,7.69,7.38,7,0,2,7,2,0,40
118,6.09,5.94,2,0,8,9,1,0,14
101,7.79,8.24,4,0,8,8,5,1,32
78,7.33,7.12,6,1,7,3,0,0,43
124,7.88,7.54,7,0,2,4,2,0,77
105,7.75,8.24,7,1,2,8,2,1,47
91,9.8,9.6,3,0,9,5,0,0,23
81,7.76,7.94,8,1,10,5,0,0,60
105,9.23,8.96,7,0,9,8,0,0,12
98,6.6,6.65,4,1,2,8,5,0,86
123,7.19,7.08,10,1,10,6,0,0,94
94,7.35,7.81,4,1,5,9,3,0,58
87,6.39,6.32,4,0,1,4,2,0,22
113,6.9,6.98,5,0,8,10,5,1,64
113,7.99,8.43,2,1,1,1,5,1,74
102,7.9,8.39,9,1,9,10,3,1,12
110,8.18,7.78,6,1,7,2,3,0,100
99,6.76,7.09,8,1,9,1,1,0,92
103,6.58,6.46,1,0,3,4,2,0,87
117,8.06,8.15,6,1,3,9,2,1,24
109,5.66,5.54,6,0,4,6,5,0,92
97,6.27,6.17,8,1,0,6,2,0,72
120,5.21,4.87,1,0,3,6,2,0,20
64,5.36,5.43,5,1,5,1,0,0,3
130,6.22,6.27,3,0,9,1,4,0,71
74,5.1,4.79,6,0,1,3,1,0,23
90,6.23,6.27,9,1,10,5,1,0,59
99,8.27,8.74,10,1,2,2,0,0,99
97,5.31,5.52,3,1,10,1,3,0,33
115,7.18,7.16,9,0,3,9,4,1,46
84,9.57,9.99,9,1,2,1,1,0,35
103,8.96,9.04,1,0,8,4,3,0,22
91,6.53,6.17,2,0,5,9,2,0,34
104,9.62,9.67,4,0,10,10,5,1,36
99,6.65,6.33,7,0,4,2,4,0,26
101,5.36,5.63,2,1,4,10,4,0,41
91,9.97,10.44,7,0,1,3,5,0,10
92,9.35,9.21,5,0,8,4,2,0,7
104,7.33,7.26,10,0,1,2,1,0,42
114,8.33,8.25,7,0,4,2,4,1,11
91,8.36,8.15,9,0,6,6,0,0,81
86,5.97,6.26,9,0,2,10,0,0,72
109,6.0,6.12,3,0,7,5,0,0,71
99,7.35,6.91,3,0,4,5,5,0,72
112,9.56,9.9,7,0,9,9,4,1,97
86,5.05,4.74,5,0,2,7,1,0,6
73,8.91,9.39,5,0,2,9,5,1,46
92,5.29,5.17,5,0,2,1,3,0,5
88,7.39,7.51,9,1,10,2,1,0,80
98,8.19,7.77,4,0,2,5,3,0,45
90,8.43,8.27,6,1,3,10,4,1,14
111,5.29,5.59,6,0,9,7,2,0,34
95,7.09,7.07,7,1,0,8,3,0,56
102,7.92,8.32,2,0,2,7,3,0,58
102,5.33,5.41,6,1,9,9,1,0,50
102,5.68,6.11,9,0,9,3,4,0,98
99,8.32,8.8,3,1,4,5,1,0,89
107,7.61,7.56,2,0,7,6,4,0,86
88,5.81,5.88,8,0,7,10,3,0,67
120,7.68,8.01,1,0,8,7,2,1,82
96,9.56,9.28,8,1,8,7,5,0,56
80,5.08,5.44,5,0,5,4,4,0,20
102,8.21,8.3,9,0,9,1,3,0,13
87,5.37,5.6,9,1,6,8,5,0,98
109,5.03,4.61,4,0,10,10,5,0,85
133,5.75,6.02,1,1,3,1,2,0,93
88,7.11,6.92,5,0,2,1,1,0,73
104,9.01,9.32,7,1,10,9,1,0,86
73,6.41,6.42,9,1,2,10,4,0,95
106,8.13,7.9,10,1,1,10,4,0,45
86,7.06,7.51,9,0,7,3,4,0,31
90,6.17,6.44,9,0,6,9,1,0,70
83,7.57,8.06,6,0,7,10,4,1,41
110,8.99,8.85,2,0,5,10,3,1,46
115,9.16,9.31,5,1,9,1,5,1,2
100,9.23,9.34,3,1,9,7,0,0,7
87,6.69,6.88,6,0,4,5,0,0,12
123,8.97,8.51,5,0,0,4,4,1,64
88,6.06,5.85,10,0,7,5,3,0,43
67,8.69,9.1,1,0,1,1,3,0,51
106,9.74,9.66,10,0,0,10,3,1,83
83,5.07,5.53,10,1,8,7,5,0,20
114,7.2,6.91,2,1,10,2,2,0,13
94,8.24,8.74,5,0,10,9,5,1,47
109,8.51,8.71,6,1,7,5,3,0,85
121,5.88,6.16,1,1,10,5,1,0,26
81,9.86,9.76,7,1,8,3,1,0,97
91,8.08,8.49,3,1,4,10,3,1,58
98,5.82,5.87,1,0,2,2,0,0,22
123,5.1,5.28,7,0,10,8,2,1,59
90,8.92,8.51,7,0,7,9,5,1,75
91,5.4,5.53,10,0,3,3,1,0,15
107,5.71,6.09,3,0,0,8,1,0,45
91,7.87,7.55,6,0,8,6,1,0,47
102,8.02,8.26,4,0,10,9,5,1,82
76,8.43,7.96,4,1,3,10,2,0,31
133,6.97,7.4,9,1,1,4,3,0,98
79,8.87,9.35,7,1,9,3,2,0,29
95,9.87,9.72,6,0,2,7,3,0,41
99,6.36,5.97,9,1,5,1,4,0,81
128,8.52,8.68,3,0,8,3,1,0,18
80,9.64,9.17,4,0,5,7,5,0,96
129,8.43,8.41,9,1,3,7,0,0,10
111,8.41,8.18,4,0,0,9,2,1,9
106,6.12,6.09,7,1,1,10,5,0,52
85,7.68,7.2,9,0,6,9,2,0,27
108,7.81,7.36,4,0,2,7,5,0,26
89,8.5,8.02,9,1,1,3,1,0,85
118,9.98,10.1,7,1,5,3,1,0,29
85,5.17,5.23,4,1,3,5,5,0,20
98,5.33,5.06,3,0,0,9,0,0,73
91,5.39,5.54,6,1,8,1,0,0,68
85,8.71,9.09,3,0,8,1,1,0,15
111,5.68,5.46,7,0,10,9,5,1,52
108,8.11,8.44,1,1,4,7,3,0,87
118,6.62,6.78,7,0,7,4,1,0,80
73,7.29,6.82,3,1,5,1,0,0,1
115,6.08,5.96,9,0,6,6,1,0,19
137,9.33,9.34,6,1,5,9,0,1,26
93,7.93,8.16,7,0,6,6,4,0,59
128,9.72,9.51,9,0,2,5,3,1,4
96,7.87,8.35,6,0,10,1,5,0,62
79,5.62,5.8,10,0,2,9,0,0,92
95,5.85,5.72,2,1,9,9,5,0,57
115,9.95,9.55,6,0,2,1,2,1,60
87,8.63,8.31,6,0,9,4,2,0,35
90,5.25,5.24,2,1,5,1,5,0,35
108,8.52,8.51,7,0,0,10,3,1,40
100,7.06,7.33,9,0,8,4,3,0,21
108,6.54,6.77,10,0,8,7,2,0,27
103,5.77,5.47,4,0,3,8,5,0,47
107,9.2,9.29,5,1,1,3,5,0,13
93,5.32,4.84,6,1,6,3,5,0,54
103,6.45,6.35,1,0,6,10,5,0,6
86,6.53,6.79,8,1,5,5,5,0,31
119,5.8,5.7,9,0,7,6,4,0,87
90,7.54,7.88,1,0,2,3,4,0,33
116,5.06,5.54,4,0,1,6,0,0,9
96,6.5,6.61,6,0,9,10,3,0,69
103,9.67,9.32,10,1,0,7,2,0,44
92,6.55,6.43,1,0,2,6,5,0,58
84,6.8,6.31,3,1,7,6,5,0,38
73,7.37,7.47,7,0,7,2,3,0,44
84,7.81,8.13,8,0,6,4,2,0,68
95,9.04,9.17,8,0,1,1,2,0,32
103,5.95,6.24,5,0,2,10,0,0,3
115,9.36,9.66,1,1,6,5,3,1,98
93,8.79,9.14,1,0,10,10,4,1,59
86,8.61,8.38,8,1,7,3,3,0,12
78,5.43,5.8,5,0,8,3,2,0,100
107,5.11,5.26,9,0,5,4,4,0,46
120,7.97,7.76,1,1,9,9,2,1,32
118,9.32,9.81,2,1,2,6,3,1,31
110,7.92,8.37,4,1,8,10,2,1,13
109,6.07,6.14,10,0,4,8,5,0,49
125,5.45,5.79,7,0,3,5,1,0,86
104,8.5,8.26,4,0,8,6,4,0,91
109,8.61,8.53,8,0,9,3,5,0,69
95,5.86,5.54,7,1,1,7,0,0,64
79,5.14,5.16,5,0,9,9,1,0,26
89,7.04,7.04,7,0,3,9,5,0,49
99,7.91,7.62,8,1,5,7,2,0,83
100,8.53,8.7,3,0,10,3,3,0,23
128,9.05,8.67,3,0,5,5,2,1,92
101,8.05,7.61,2,0,10,10,0,0,66
117,5.55,5.43,4,0,9,9,3,1,3
93,8.41,8.32,4,0,4,9,4,1,77
95,9.92,9.74,4,0,9,3,4,0,100
80,9.53,9.29,2,1,6,5,2,0,21
88,9.36,9.2,7,1,4,1,1,0,46
107,6.51,6.17,10,0,5,7,3,0,39
100,8.75,8.65,3,1,0,2,5,0,78
114,9.26,9.66,10,0,7,10,1,1,38
102,8.39,8.11,1,0,4,10,2,1,28
94,6.25,6.43,2,0,4,6,5,0,69
132,9.77,9.41,5,0,9,10,5,1,45
98,7.25,7.1,9,0,5,6,3,0,62
117,5.65,5.47,4,1,5,7,4,0,17
93,5.55,5.99,6,0,7,3,4,0,40
110,8.24,8.17,3,1,3,8,2,1,35
113,7.19,7.38,9,0,3,5,3,0,82
103,5.47,5.57,2,0,2,10,5,0,57
64,8.7,8.34,8,0,8,4,2,0,85
100,9.0,9.44,3,1,7,9,4,1,25
118,8.63,8.48,8,0,4,9,5,1,95
107,6.01,5.55,3,0,10,2,5,0,15
106,8.45,8.25,4,1,7,1,0,0,19
74,5.05,4.89,8,0,5,3,1,0,51
89,6.53,6.12,10,0,4,10,2,0,13
106,6.99,7.11,4,0,8,8,5,0,96
106,9.18,9.03,9,0,8,4,0,0,95
118,6.95,7.08,9,0,10,5,4,0,78
97,5.06,4.57,6,0,7,5,2,0,25
106,6.76,7.24,1,0,9,2,4,0,83
100,7.49,7.16,9,0,2,1,4,0,23
85,9.75,9.91,9,1,8,8,2,1,83
66,9.71,9.93,7,1,5,10,0,0,81
106,5.9,5.57,9,0,8,5,2,0,59
102,5.93,5.54,8,0,0,2,5,0,16
90,5.82,5.47,9,0,0,7,4,0,96
75,8.94,8.69,9,1,5,2,3,0,95
109,5.03,4.7,7,1,3,6,4,0,51
96,5.64,5.81,6,0,4,9,5,0,10
108,7.69,7.61,2,1,4,4,2,0,72
127,6.24,6.28,7,1,2,5,0,0,55
67,5.46,5.01,1,0,8,1,4,0,62
89,6.8,7.16,6,0,0,1,0,0,45
96,6.37,6.04,6,0,5,9,5,0,66
121,7.56,7.42,7,0,1,5,0,0,25
75,9.9,9.47,2,0,1,3,1,0,58
129,5.62,5.26,4,1,8,2,5,0,91
102,6.86,7.03,2,0,9,10,0,0,64
98,9.66,9.85,4,1,1,7,4,0,44
97,9.38,9.56,3,0,8,4,4,0,24
93,6.97,7.02,2,0,7,3,2,0,51
115,8.49,8.94,2,1,6,2,2,1,63
83,5.44,5.45,3,0,7,10,0,0,24
105,8.56,8.51,10,1,8,10,5,1,48
94,9.86,9.61,4,1,9,4,5,0,20
88,7.69,7.29,7,0,8,9,3,0,32
138,7.49,7.54,4,0,2,10,5,1,34
106,5.94,5.75,7,1,9,7,5,0,93
109,8.17,8.19,4,0,0,1,4,0,52
117,7.95,7.66,3,1,7,3,0,0,38
78,8.26,8.6,8,0,9,5,5,0,14
126,5.13,5.63,3,0,3,7,2,0,24
62,7.74,7.56,8,1,4,5,4,0,99
88,7.97,8.31,2,1,10,9,1,0,83
93,6.04,6.41,3,1,5,7,5,0,72
108,6.04,6.54,4,0,5,1,2,0,8
103,6.38,6.22,3,0,6,6,5,0,6
97,8.56,8.82,6,0,9,2,1,0,75
99,8.03,7.76,9,0,2,6,4,0,43
85,9.23,9.35,10,0,1,3,3,0,55
77,6.48,6.68,8,0,8,2,0,0,77
110,9.56,9.8,4,0,1,3,0,0,27
110,8.72,8.43,2,0,8,10,3,1,24
123,6.98,7.33,10,1,9,4,0,0,92
88,5.48,5.4,1,1,3,1,5,0,67
110,6.28,6.0,4,0,10,4,5,0,6
95,9.78,9.82,5,0,0,6,0,0,66
117,6.55,6.91,2,1,2,5,1,0,97
115,6.65,7.12,3,0,9,5,0,0,16
103,5.95,6.2,4,1,1,9,1,0,57
94,9.03,8.54,3,1,3,9,0,0,62
114,6.38,6.01,8,1,1,9,5,1,91
109,6.65,6.23,2,0,9,7,0,0,85
89,7.07,6.67,9,1,5,10,2,0,65
